"","AT","V","AP","RH","Output"
"4340",12.1,44.77,1019.1,75.85,463.11
"4341",11.72,40.55,1021.54,85.13,470.8
"4342",14.66,42.07,1018.14,84.68,462.77
"4343",22.45,63.77,1014.57,87.44,444.26
"4344",23.46,72.43,1008,90.55,435.36
"4345",30.15,70.32,1007.58,54.14,426.8
"4346",31.74,79.74,1007.07,61.47,431.72
"4347",21.4,74.93,1014.58,80.85,434.09
"4348",16.56,42.99,1007.48,74.45,464.62
"4349",27.45,59.74,1011.34,58.58,450.46
"4350",13.69,40.83,1008.53,84.81,471.26
"4351",12.67,42.86,1014.06,89.9,473.13
"4352",19.77,65.06,1016.22,74.95,448.26
"4353",28.04,70.32,1011.28,78.16,435.42
"4354",13.35,41.16,1011.32,89.12,474.57
"4355",20.54,68.12,1012.23,81.06,440.28
"4356",21.67,57.76,1018.32,68.21,452.56
"4357",25.61,52.36,1014.1,62.9,451.42
"4358",18.03,53.16,1013.1,81.42,457.73
"4359",5.85,40.77,1022.44,84.77,480.59
"4360",10.38,40.92,1021.53,95.18,466.46
"4361",23.36,73.18,1011.96,89.15,435.85
"4362",12.91,41.16,1011.9,89.19,472.71
"4363",15.35,41.79,1008.38,81.13,455.54
"4364",30.69,74.16,1012.71,60.89,435.17
"4365",30.58,65.18,1011.61,37.43,437.17
"4366",18.15,58.46,1017.42,88.24,449.48
"4367",12.38,40.6,1013.86,85.35,472.53
"4368",34.65,74.67,1016.03,26.67,427.69
"4369",10.99,43.5,1021.1,93.64,469.34
"4370",33.72,74.33,1011.4,37.51,428.96
"4371",19.09,44.63,1019.91,39.32,461.36
"4372",21.43,63.94,1012.68,99.68,445.29
"4373",34.33,74.34,1001.74,42.75,435.76
"4374",30.59,70.04,1010.28,50.56,429.13
"4375",32,73.17,1009.92,42.47,433.72
"4376",3.96,35.47,1016.79,83.81,489.68
"4377",32.45,66.44,1011.21,50.18,429.99
"4378",28.91,58.33,1013.84,39.72,437.53
"4379",32.26,71.29,1008.41,48.58,431.96
"4380",23.39,74.22,1009.83,86.05,439.92
"4381",29.27,69.89,1015.21,67.16,425.55
"4382",16.37,43.5,1021.26,72.4,459.18
"4383",18.68,43.69,1016.68,48.88,463.02
"4384",24.86,65.34,1012.99,60.33,447.25
"4385",5.12,40.78,1025.45,96.88,481.28
"4386",32.55,73.03,1014.36,44.83,439.81
"4387",19.81,43.56,1013.39,38.13,460.59
"4388",8.46,39.42,1025.05,69.36,474.42
"4389",23.71,68.63,1014.54,46.04,449.41
"4390",30.52,71.77,1006.22,56.4,426.14
"4391",22.79,68.63,1012.99,55.78,446.16
"4392",19.05,53.16,1013.22,82.8,455.76
"4393",25.72,66.86,1007.47,69.14,439.97
"4394",9.64,40.56,1022.51,78.62,483.39
"4395",29.49,70.98,1007.83,79.08,434.43
"4396",23.4,49.16,1002.85,69.82,446.05
"4397",10.36,43.67,1011.95,78.15,477.23
"4398",16.74,39.16,1005.68,71.17,460.47
"4399",17.07,41.35,1005.88,83.43,464.6
"4400",27.43,64.96,999.72,67.94,431.21
"4401",23.1,60.08,1017.69,65.44,451.01
"4402",28.25,71.77,1006.36,67.03,429.39
"4403",30.92,78.05,1011,59.62,434.12
"4404",26.75,58.33,1013.55,45.47,444.09
"4405",6.62,41.14,1027.33,86.24,479.74
"4406",12.69,40.75,1016.05,82.92,472.68
"4407",18.04,44.88,1017.96,66.3,461.13
"4408",19.15,56.53,1019.95,84.1,456.4
"4409",12.08,40.24,1016.63,92.32,474.07
"4410",15.67,48.78,1013.76,88.92,462.96
"4411",34.63,74.33,1011.7,31.45,428.54
"4412",7.46,41.26,1009.63,96.51,482.83
"4413",19.61,56.53,1019.69,77.13,454.22
"4414",10.96,41.93,1019.28,87.38,473.28
"4415",24.15,63.13,1013.8,92.1,440.15
"4416",8.09,38.5,1012.99,67.31,484.81
"4417",21.59,48.06,1012.72,77.13,446.83
"4418",25.03,59.21,1017.28,56.96,446.33
"4419",10.24,41.58,1021.17,94.34,465.86
"4420",24.2,57.85,1013.05,70.29,446.87
"4421",20.24,58.41,1013.73,99.59,449.49
"4422",31.82,73.68,1014.8,40.58,433.32
"4423",14.17,39.59,1010.99,94.08,464.17
"4424",10.07,34.69,1028.09,70.52,478.65
"4425",29.79,68.24,1009.19,65.49,428.44
"4426",12.51,43.67,1013.24,91.55,471.96
"4427",18.91,59.21,1017.76,90.49,450.24
"4428",7.98,39.61,1018.57,77.04,479.78
"4429",31.67,69.68,1012.38,46.52,439.72
"4430",17.59,65.48,1018.96,81.34,454.51
"4431",25.96,60.32,1016.17,55.51,443.44
"4432",15.35,35.4,1016.3,57.12,468.94
"4433",22.39,48.14,1014.56,64.31,448.58
"4434",30.85,67.45,1014.53,32.99,430.8
"4435",24.02,64.63,1020.49,55.17,449.66
"4436",16.25,40.89,1011.09,62.7,464.33
"4437",24.33,46.93,1013.51,52.63,449.07
"4438",28.78,64.96,999.75,56.43,432.66
"4439",25.01,59.54,1007.91,80.93,441.3
"4440",22.98,58.46,1016.06,72.69,445.05
"4441",17.85,46.48,1007.79,83.59,458.16
"4442",24.24,71.58,1010.15,91.14,437.75
"4443",5.09,42.85,1013.78,91.34,481.24
"4444",12.68,40.69,1014.46,79.77,475.37
"4445",29.56,52.84,1006.09,42.17,436.46
"4446",18.46,42.18,1001.47,97.61,458.67
"4447",10.07,40.46,1018.65,69.2,470.99
"4448",21.49,56.9,1007.47,66.66,452.46
"4449",16.69,53.82,1015.39,63.62,458.96
"4450",28.77,58.33,1013.73,36.6,448.06
"4451",15.03,42.44,1014.25,94.52,464.91
"4452",28.62,70.32,1008.87,46.67,431.03
"4453",14.84,71.14,1019.61,66.78,454.16
"4454",23.33,58.95,1017.93,66.37,442.71
"4455",26.1,66.25,1009.25,84.52,441.53
"4456",12.72,39.13,1008.36,92.59,467.28
"4457",26.34,69.45,1013.87,54.15,438.5
"4458",30.54,70.17,999.42,64.32,434.62
"4459",7.09,43.65,1019.6,72.1,483.42
"4460",23.47,59.22,1013.44,83.33,442.13
"4461",9.78,41.93,1023.18,75.05,484.03
"4462",13.61,41.74,1021.66,62.83,471.79
"4463",24.96,74.99,1008.25,80.52,440.91
"4464",25.68,59.44,1012.33,67.29,444.36
"4465",23.01,59.44,1012.82,82.62,445.72
"4466",30.28,58.9,1005.03,54.59,439.06
"4467",5.86,40.62,1017.03,85.06,480.71
"4468",9.68,39.61,1015.63,74.5,475.02
"4469",26.04,71.14,1011.66,68.95,433.78
"4470",12,39.35,1015.48,82.51,476.64
"4471",15.45,46.63,1012.6,85.47,464.37
"4472",30.09,69.48,1009.51,53.24,435.2
"4473",11.23,41.17,1019.36,56.85,475.85
"4474",10.59,41.93,1017.7,92.91,479.85
"4475",19.89,51.43,1007.33,92.08,448.98
"4476",14.35,40.71,1023.09,69.5,473.56
"4477",5.47,40.62,1018.66,83.61,481.56
"4478",16.11,44.92,1025.37,79.85,460.99
"4479",26.03,59.07,1007.3,82.52,440.6
"4480",30.61,68.84,1011.18,52.5,439.9
"4481",22.54,63.07,1011.71,81.64,442.28
"4482",11.67,40.23,1017.65,82.48,475.07
"4483",11.71,41.44,1015.37,79.95,474.22
"4484",10.91,39.61,1018.44,64.38,469.42
"4485",29.53,70.94,1007.22,70.68,432.43
"4486",30.54,69.14,1007.25,70.46,435.46
"4487",10.72,45,1023.22,86.95,480.62
"4488",25.54,48.41,1010.51,55.34,437.58
"4489",24.89,64.27,1013.52,64.65,444.21
"4490",29.33,52.84,1006.04,44.3,438.25
"4491",9.33,39.96,1024.55,98.58,473.78
"4492",20.76,58.18,1007.8,99.22,449.25
"4493",28.78,60.07,1014.54,49.03,439.74
"4494",19.62,43.56,1012.89,37.6,463.33
"4495",24.92,60.95,1014.88,60.58,445.44
"4496",11.33,41.16,1019.05,87.13,468.87
"4497",22.12,63.91,1009.61,90.83,447.77
"4498",18.27,51.43,1010.38,88.39,460.41
"4499",15.9,41.35,1005.35,92.89,464.93
"4500",14.67,71.14,1019.84,77.72,458.8
"4501",17.94,37.2,1012.64,68.11,467.65
"4502",18.92,44.63,1020.32,47.81,451.64
"4503",15.27,56.89,1013.28,86.92,456.72
"4504",16.31,68.28,1003.98,98.62,450.33
"4505",4.99,41.03,1022.33,83.11,493.16
"4506",24.07,71.97,1008.83,94.87,441.84
"4507",20.03,62.26,1012.15,82.54,447.4
"4508",15.83,41.67,1013.39,74.12,464.93
"4509",25.44,70.17,1000.65,91.89,433.02
"4510",23.38,52.84,1005.27,82.98,440.28
"4511",30.17,64.79,1017.06,43.81,439.75
"4512",29.97,73.06,1009.41,78.26,430.37
"4513",6.86,42.49,1007.95,93.96,486.14
"4514",21.87,49.39,1019.99,67.05,451.97
"4515",20.46,51.43,1007.31,93.25,444.88
"4516",12.03,40.1,1015.32,85.39,474.94
"4517",32.21,68.3,1014.94,49.38,429.66
"4518",33.08,69.75,1009.03,43.69,434.98
"4519",5.66,35.79,1013.86,94.42,484.15
"4520",19.35,50.12,1005.43,100.1,447.43
"4521",23.43,51.43,1011.31,73.55,444.09
"4522",11.18,37.5,1013.32,74.32,472.02
"4523",28.37,72.86,1004.81,53.52,441.37
"4524",11.49,39.22,1016.35,53.11,471.47
"4525",18.87,43.43,1009.16,69.5,454.58
"4526",20.3,59.8,1015.24,78.75,453.29
"4527",12.39,49.83,1007.6,92.43,468.43
"4528",33.13,74.34,999.57,48.34,433.73
"4529",18.26,59.15,1012.38,85.74,452.03
"4530",11.21,41.06,1021.75,77,474.03
"4531",18.19,44.06,1017.24,78.73,456.13
"4532",12.6,41.74,1022.13,67.89,474.23
"4533",20.18,43.43,1011.31,65.11,450.09
"4534",22.89,65.34,1015.53,61,450.53
"4535",12.19,44.63,1018.96,80.91,468.91
"4536",25.86,59.07,1008.59,81.28,440.9
"4537",15.33,52.05,1014.15,80.56,452.82
"4538",17.3,62.1,1020.28,88.06,450.83
"4539",11.52,40.75,1016.23,85.18,477.19
"4540",32.09,79.74,1006.92,61.5,432.85
"4541",24.82,72.99,1007.81,84.72,435.68
"4542",27.85,66.44,1008.48,77.15,429
"4543",25.72,74.67,1016.64,75.93,434.83
"4544",25.61,74.22,1010.26,75.15,438.45
"4545",22.18,45.09,1014.04,43.13,455.4
"4546",13.92,41.16,1003.83,88.69,465.33
"4547",14.26,44.2,1019.81,76.46,462.87
"4548",27.02,71.25,1000.48,87.86,438.33
"4549",14.29,37.85,1009.98,92.81,468.63
"4550",11.23,41.17,1019.36,56.85,475.85
"4551",17.57,43.7,1015.53,67.22,463.64
"4552",12.67,41.16,1016.92,92.8,462.35
"4553",27.42,65.74,1013.43,69.42,440.52
"4554",15.63,43.02,1012.57,40.32,466.69
"4555",13.74,44.21,1023.26,84.2,466.67
"4556",29.61,67.07,1005.91,39.28,434.14
"4557",30.39,66.54,1002.7,59.15,428.89
"4558",15.24,44.45,1020.56,66.13,460.94
"4559",12.52,42.34,1018.67,95.29,464.71
"4560",24.56,51.86,1014.43,68.85,447.57
"4561",16.39,58.59,1014.58,90.34,455.05
"4562",10.64,41.04,1025,93.59,468.88
"4563",18.06,65.48,1018.79,77.95,454.34
"4564",12.81,44.58,1016.49,80.76,475.5
"4565",10.03,42.18,1017.3,85.99,475.74
"4566",22.74,58.12,1015.16,79.58,447.86
"4567",20.65,41.67,1012.76,45.27,455.5
"4568",8.19,41.66,1016.57,75.38,485.2
"4569",14.08,39.31,1011.67,72,464.16
"4570",8.74,40.03,1016.81,93.37,481.07
"4571",28.9,68.84,1011.64,64.44,437.06
"4572",13.95,40.2,1013.18,90.77,464.79
"4573",7.89,40.46,1019.61,74.53,477.27
"4574",25.17,64.79,1017.87,63.26,442.15
"4575",26.94,68.24,1010.49,76.58,430.34
"4576",14.08,40.73,1017.52,91.49,461.58
"4577",14.32,40.78,1024.49,73.84,457.92
"4578",24.63,59.57,1010.45,85.36,440.67
"4579",26.59,69.13,1009.27,73.96,430.11
"4580",11.62,39.72,1018.4,68.06,471.56
"4581",17.32,43.7,1015.13,61.66,464.5
"4582",20.39,64.15,1021.31,62.35,457.37
"4583",11.64,41.39,1017.36,83.4,479.53
"4584",22.08,55.5,1018.42,58.46,455.79
"4585",17.77,52.9,1020.11,81.51,457.98
"4586",22.43,69.84,1006.94,75.54,436.19
"4587",21.87,66.86,1013.01,57.39,453.62
"4588",25.59,72.43,1007.88,82.98,432.49
"4589",15.24,40,1017.34,65.16,454.64
"4590",8.14,37.49,1009.04,80.33,480.66
"4591",21.2,59.39,1014.04,85.06,444.57
"4592",10.9,39.64,1010.58,64.88,477.04
"4593",17.23,41.1,1002.45,68.88,464.18
"4594",14.03,49.83,1006.64,90.01,463.71
"4595",8.42,42.28,1008.4,87.78,481.91
"4596",29.09,47.93,1003.05,48.13,438.97
"4597",4.08,35.19,1018.87,97.07,489.44
"4598",29.72,68.08,1010.72,53.46,430.36
"4599",5.98,41.31,1001.66,89.5,484.51
"4600",28.83,64.96,1000.05,63.57,429.13
"4601",12.9,43.41,1015.92,59.15,464.26
"4602",34.61,73.03,1013.61,36.91,438.56
"4603",18.32,47.83,1005.06,87.21,454.11
"4604",27.37,72.58,1008.16,79.94,428.05
"4605",16.02,44.21,1020.97,85.64,462.51
"4606",22.1,74.87,1009.4,85.78,442.83
"4607",6.93,39.81,1017.25,87.29,484.98
"4608",6.75,39.37,1020.26,70.99,486.26
"4609",25.42,67.25,1017.92,68.61,439.43
"4610",23.05,58.86,1013.84,62.21,445.46
"4611",7.23,41.22,1015.23,98.04,483.31
"4612",22.59,59.43,1005.85,84.02,442
"4613",9.06,39.66,1019.64,76.98,479.53
"4614",11.82,41.17,1019.5,55.74,475.61
"4615",25.14,60.93,1007.44,76.71,437.4
"4616",25.21,70.04,1009.51,76.13,432.93
"4617",10.54,41.93,1016.64,93.52,479.65
"4618",32.42,75.08,1004.82,41.62,436.26
"4619",19.88,44.6,1015.52,37.85,467.68
"4620",24.73,70.72,1009.82,88.79,439.3
"4621",12.67,48.14,1017.41,83.63,463.68
"4622",11.02,40.81,1016.31,78.13,474.01
"4623",18.09,48.92,1010.6,52.11,455.07
"4624",19.67,44.71,1015.46,31.46,464.99
"4625",19.96,56.03,1020.59,64.95,454.67
"4626",12.3,40.69,1015.74,82.58,474.46
"4627",21.99,51.19,1009.19,82.58,446.93
"4628",25.35,71.98,1006.83,88.44,435.72
"4629",6.22,38.68,1017.87,69.41,483.55
"4630",15.69,37.87,1021.18,84.38,465.41
"4631",21.44,60.32,1015.2,81.1,448.84
"4632",24.27,63.9,1013.5,61.09,450.26
"4633",21.55,60.27,1017.42,92.59,443.93
"4634",23.74,49.5,1013.2,49.51,463.4
"4635",11.94,44.2,1017.97,82.93,474.02
"4636",23.45,70.04,1010.99,79.2,436.46
"4637",17.36,44.63,1020.49,54.21,456.98
"4638",17.51,68.28,1004.36,94.87,449.59
"4639",22.23,46.93,1013.09,58.02,448.27
"4640",27.01,52.3,1007.78,60.38,439.51
"4641",19.96,39.53,1006.16,62.77,460.49
"4642",24.43,65.27,1013.25,55.4,440.99
"4643",24.26,61.02,1009.78,76.68,442.86
"4644",23.45,66.48,1003.66,75.83,435.13
"4645",15.95,42.24,1017.71,69.32,465.35
"4646",23.03,54.42,1014.42,74.98,453.77
"4647",15.47,48.98,1016.42,89.85,457.55
"4648",7.71,40.71,1021.53,95.48,471.38
"4649",14.27,41.48,1014.83,62.7,458.19
"4650",11.02,41.17,1018.18,86.86,477.62
"4651",23.25,72.99,1009.17,89.85,438.51
"4652",13.45,45.87,1008.42,87.74,464.59
"4653",12.87,39.3,1020.64,74.38,467.54
"4654",8.16,39.3,1019.39,85.38,483.17
"4655",27.93,73.68,1015.41,49.95,435.95
"4656",20.12,58.12,1015.47,79.38,453.33
"4657",16.5,39.72,1003.05,65.99,459.06
"4658",18.92,67.71,1008.19,64.53,446.77
"4659",26.04,74.67,1016.68,81.2,433.55
"4660",19.23,45.01,1012.24,72.91,450.77
"4661",31.11,74.87,1009.11,54.86,434.3
"4662",25.45,74.33,1015.53,80.95,435.12
"4663",14.56,25.88,1009.46,78.22,466.29
"4664",28.18,49.3,1003.97,55.56,438.91
"4665",21.9,57.76,1017.45,66.89,449.95
"4666",22.04,59.14,1017.34,84.75,442.45
"4667",29.83,71.98,1004.32,67.55,426.98
"4668",25.21,75.6,1017.19,69.84,445.84
"4669",31.11,71.8,1010.81,56.08,437.2
"4670",18.94,48.7,1008.5,94.83,451.38
"4671",23.34,59.44,1012.67,80.76,445.24
"4672",22.5,59.54,1007.99,93.63,445.22
"4673",32.38,77.24,1007.7,61.15,430.96
"4674",7.39,39.81,1019.45,85.02,482.99
"4675",21.84,59.39,1015.77,88.12,442.11
"4676",14.72,43.34,1013.07,85.61,464.22
"4677",24.67,49.5,1013.62,59.42,455.31
"4678",23.17,51.19,1009.5,76.15,441.77
"4679",19.66,59.87,1018.75,87.6,446.28
"4680",23.95,59.92,1010.15,86.37,435.92
"4681",31.07,64.96,1005.2,58.93,428.63
"4682",27.03,71.14,1010.33,66.25,430.41
"4683",10.96,37.5,1013.46,79.54,471.05
"4684",7.84,41.39,1018.21,91.92,485.66
"4685",31.3,67.17,1007.27,62.99,433.53
"4686",15.76,44.89,1010.33,85.06,459.67
"4687",23.09,45.01,1012.25,43.95,453.45
"4688",16.9,38.58,1014.09,70.11,459.87
"4689",17.98,59.15,1012.09,83.03,451.97
"4690",13.86,40.66,1017.15,83.82,463.49
"4691",15.47,46.48,1007.69,91.07,462.58
"4692",7.11,40.77,1022.4,90.95,475.55
"4693",29.52,77.24,1008.55,76.24,433.82
"4694",7.94,40.6,1015.3,92.14,486.33
"4695",29.7,57.35,1005.63,57.35,433.27
"4696",23.5,50.23,1017.51,75.15,457.51
"4697",20.03,60.77,1017.23,87.82,449.31
"4698",8.49,36.25,1029.7,84.41,480.35
"4699",12.48,40.67,1011.24,61.1,475.96
"4700",9.96,42.03,1017.78,82.39,477.85
"4701",16.64,44.9,1021.02,70.34,460.93
"4702",14.35,35.71,1016.1,60.86,468.9
"4703",9.07,40.67,1014.41,70.39,484.5
"4704",12.57,41.66,1009.11,70.74,475.61
"4705",9.32,37.73,1022.14,79.49,477.91
"4706",27.17,67.17,1006.76,81.59,431.73
"4707",24.48,50.23,1017.03,66.89,456.02
"4708",6.69,36.24,1013.35,91.09,483.82
"4709",14.89,39.58,1012.26,77.58,465.95
"4710",22.32,47.93,1004.07,86.95,440.21
"4711",7.64,39.85,1012.78,88.09,481.53
"4712",25.34,59.39,1014.02,73.58,439.8
"4713",6.05,42.85,1013.09,91.88,485.02
"4714",16.72,53.82,1015.46,66.9,458.25
"4715",20.82,52.84,1004.13,79.42,449.59
"4716",18.94,46.93,1010.22,75.45,441.41
"4717",22.72,69.84,1005.96,83.9,436.7
"4718",22.02,69.45,1013.84,75.75,440.26
"4719",15.67,38.62,1015.76,66.29,463.17
"4720",6.17,40.07,1013.7,58.99,495.21
"4721",20.14,46.33,1013.24,83.39,453.35
"4722",28.05,62.6,1017.01,46.46,449.73
"4723",9.77,41.44,1017.69,78.26,481.74
"4724",18.91,56.9,1006.98,84.07,448.24
"4725",15.55,43.02,1011.97,44.66,466.2
"4726",11.95,41.58,1015.83,89.35,464.57
"4727",15.33,37.2,1013.4,78.99,466.81
"4728",25.62,60.29,1017.81,51.24,444.94
"4729",26.75,56.57,1013.76,57.93,443.92
"4730",19.37,63.09,1018.79,81.52,450.18
"4731",10.32,41.46,1017.98,87.66,479.61
"4732",16.85,41.35,1006.14,79.21,463.37
"4733",12.42,43.8,1023.13,79.8,466.59
"4734",20.3,48.41,1007.48,89.66,446.68
"4735",14.1,42.74,1026.92,67.25,466.1
"4736",11.77,42.03,1017.63,79.35,472.22
"4737",26.16,59.87,1013.24,71.92,446.73
"4738",26.85,69.84,1002.84,81.31,426.58
"4739",12.86,40.6,1013.6,84.85,472.04
"4740",14.12,40.92,1022.46,73.28,459.76
"4741",12.87,39.3,1019.26,71.55,471.48
"4742",26.23,59.14,1016.98,75.54,437.85
"4743",10.63,40.67,1017.13,66.12,483.27
"4744",15.62,41.76,1023.82,66.17,459.72
"4745",25.95,73.77,1001.35,92.67,432.21
"4746",18.77,39.54,1009.39,63.35,458.58
"4747",10.22,45.01,1018.27,93.62,474.32
"4748",17.67,50.88,1015.64,90.55,456.16
"4749",20.89,70.32,1011.22,89.68,442.5
"4750",22.5,58.79,1017.48,73.02,443.35
"4751",32.45,68.3,1015.26,44.12,431.79
"4752",10.31,44.63,1020.55,88.62,471.78
"4753",20.08,63.09,1019,77.06,448.74
"4754",28.28,56.9,1006.38,64.99,445.61
"4755",8.4,38.5,1013.67,69.13,486.5
"4756",24.31,67.79,1010.64,76.15,444.72
"4757",7.53,41.16,1023.19,91.28,475.7
"4758",25.17,72.39,1001.69,90.51,432.45
"4759",6.9,40.62,1018.48,78.84,479.97
"4760",23.03,44.89,1010.26,59.85,447.81
"4761",13.17,38.91,1016.55,74.47,470.63
"4762",25.09,69.68,1012.18,91.33,439.77
"4763",19.13,40.79,1004.47,91.7,457.83
"4764",29.56,73.88,1005.77,66.45,436.6
"4765",31.93,70.4,1005.27,73.71,432.29
"4766",13.8,42.99,1007.16,67.28,470.93
"4767",27.61,49.16,1005.01,35.63,441.18
"4768",16.36,43.99,1021.34,85.13,465.81
"4769",27.27,72.24,1010.69,78.09,432.35
"4770",20.27,56.65,1020.75,67.12,454.29
"4771",22.28,60.27,1018.98,84.12,443.44
"4772",26.99,62.26,1011.13,71.27,436.89
"4773",25.79,67.17,1007.89,81.38,440.75
"4774",29.49,69.71,1009.34,56.35,440.99
"4775",25.85,67.69,1007.7,70.14,434
"4776",25.82,69.68,1012.69,89.94,439.58
"4777",24.67,68.14,1004.96,58.15,438.4
"4778",30.09,64.96,1001.29,56.04,430.3
"4779",11.27,40.62,1017.03,61.94,471.26
"4780",20.28,68.63,1012.42,70.31,454.36
"4781",19.36,39.54,1008.97,58.92,458.75
"4782",15.37,41.96,1011.58,96.76,466.02
"4783",13.79,45.08,1023.3,83.59,465.69
"4784",24.35,73.17,1012.2,85.88,435.66
"4785",20.51,63.09,1016.39,92.99,445.86
"4786",21.93,61.45,1008.92,98.54,443.91
"4787",28.24,71.58,1010.1,67.92,434.01
"4788",25.19,64.44,1014.75,64.38,444.35
"4789",31.71,73.5,1010.63,40.17,430.45
"4790",24.88,63.31,1014.23,55.76,441.54
"4791",30.65,71.98,1004.92,63.39,429.85
"4792",29.01,68.08,1010.74,52.51,427.91
"4793",10.06,42.02,999.37,98.65,477.82
"4794",14.66,41.92,1030.81,68.88,464.57
"4795",26.12,68.51,1013.06,68.96,433.11
"4796",23.92,61.87,1009.63,54.16,441.15
"4797",21.88,59.39,1015.58,87.19,442.92
"4798",16,42.86,1013.88,81.74,467.5
"4799",24.74,59.21,1012.18,74.2,440.36
"4800",6.93,40.67,1020.17,71.16,494.61
"4801",12.26,39.96,1011.79,79.06,470.87
"4802",14.44,40.8,1025.05,56.59,472.95
"4803",11.85,42.07,1017.92,93.45,467.25
"4804",21.35,57.76,1017.36,73.1,452.57
"4805",27.31,65.12,1016.05,45.98,440.06
"4806",23.59,43.77,1010.85,55.98,448.42
"4807",11.94,40.66,1016.61,96.11,467.99
"4808",24.97,50.23,1015.6,56.79,454.35
"4809",24.78,57.19,1008.08,65.4,443.62
"4810",8.18,43.69,1017.16,88.16,487.83
"4811",13.75,40.66,1016.41,93.31,461.81
"4812",15.52,43.7,1015.8,76.27,466.38
"4813",14.98,43.99,1022.66,83.34,462.32
"4814",13.42,40.78,1025.03,77.51,459.04
"4815",24.05,72.24,1011.32,88.94,437.81
"4816",29.75,74.87,1009.1,56.5,435.61
"4817",17.89,42.42,1008.92,65.08,467.59
"4818",27.84,72.39,1001.18,83.46,432.19
"4819",18.24,58.46,1017.38,86.92,449.63
"4820",12,41.17,1019.48,58.71,474.4
"4821",12.23,43.69,1016.46,84.4,471.62
"4822",22.67,64.15,1021.02,70.49,453.47
"4823",16.73,37.2,1012.94,74.04,463.89
"4824",21.65,56.89,1013.13,66.07,445.93
"4825",21.18,45.01,1012.57,48.05,451.62
"4826",21.06,67.07,1004.9,84.09,446.44
"4827",13.88,48.79,1017.28,79.4,464.14
"4828",19.08,46.93,1010.6,75.21,454.45
"4829",17.48,40.89,1011.39,62.45,462.59
"4830",16.23,43.69,1016.4,68.9,466.22
"4831",24.99,60.37,1005.66,74.87,437.67
"4832",12.53,44.03,1007.21,84.2,470.04
"4833",18.3,37.2,1012.23,68.09,470.42
"4834",7.51,41.66,1015.9,78.31,485.58
"4835",28.66,77.95,1009.56,69.07,431.23
"4836",25.6,63.9,1013.16,53.19,451.44
"4837",12.75,39.85,1012.51,62.37,475.61
"4838",17.19,58.86,1016.74,85.97,451.87
"4839",30.51,60.75,1009.86,51,435.57
"4840",8.23,40.77,1011.92,90.59,479.24
"4841",10.17,40.1,1014.05,91.9,479.58
"4842",27.04,73.67,1006.82,77.45,431.1
"4843",10.74,40.92,1021.74,94.97,466.77
"4844",21.96,58.79,1010.51,87.32,448.89
"4845",23.14,62.26,1011.87,66.44,444.38
"4846",27.41,69.98,1008.51,65.49,431.64
"4847",25.61,67.69,1009.22,68.76,437.78
"4848",18.55,61.87,1008.45,65.3,450.73
"4849",30.55,66.25,1009.15,63.52,440.74
"4850",24.4,41.1,1002.14,38.75,451.66
"4851",25.17,68.08,1012.83,60.87,437.01
"4852",22.1,65.06,1014.56,71.5,442.18
"4853",11.48,42.02,1000.29,94.76,471.43
"4854",24.04,59.43,1007.6,76.98,437.51
"4855",12.74,41.38,1021.92,56.67,475.63
"4856",20.65,57.5,1016.04,87.45,448.22
"4857",9.6,41.03,1021.01,69.03,481.73
"4858",28.61,69.84,1004.24,67.74,429.91
"4859",16.58,37.64,1015.23,81.59,460.48
"4860",16.81,38.52,1018.26,75.21,459.01
"4861",5.46,40.81,1025.73,93.52,474.87
"4862",23.19,49.82,1014.59,70.52,451.08
"4863",11.86,40.27,1008.06,72.91,474.57
"4864",20.36,66.05,1015.86,87.19,450.23
"4865",25.14,63.47,1012.58,70.27,443.93
"4866",28.42,75.23,1010.25,56.8,435.64
"4867",10.96,45.01,1017.97,95.82,468.64
"4868",18.48,52.05,1012.41,68.2,458.62
"4869",16.48,41.35,1005.61,89.07,465.64
"4870",14.04,40.2,1013.29,89.54,465.25
"4871",22.24,41.1,1001.96,42.6,451.95
"4872",11.77,40.71,1024.55,72.49,477.94
"4873",32.41,58.9,1003.26,45.33,439.11
"4874",17.8,62.26,1011.81,89.81,451.62
"4875",19.08,59.15,1013.1,81.82,451.33
"4876",11.72,40.35,1012.08,83.98,476.41
"4877",27.92,68.12,1011.54,49.8,437.51
"4878",22.73,66.75,1018.13,84.06,437.93
"4879",30.67,72.86,1004.25,52.72,432.76
"4880",26.81,61.47,1009.68,68.34,443.66
"4881",15.39,39.31,1008.78,66.67,461.39
"4882",22.92,61.9,1013.27,78.32,446.08
"4883",29.53,71.43,1011.79,57.41,438.78
"4884",32.84,68.14,1003.59,43.88,425.18
"4885",15.78,41.48,1015.55,52.17,454.25
"4886",6.65,40.69,1020.11,89.84,479.35
"4887",14.64,53.82,1016.33,60.59,463.18
"4888",15.12,41.79,1007.16,82.35,455.63
"4889",28.36,69.88,1007.75,84.17,434.03
"4890",24.27,74.93,1012.73,73.81,443.06
"4891",27.77,51.43,1006.58,69.01,438.7
"4892",11.17,39.72,1002.4,81.4,474.64
"4893",23.71,67.17,1007.27,90.2,440.65
"4894",28.12,73.42,1011.49,80.16,435.46
"4895",19.17,52.9,1016.56,65.23,458.59
"4896",19.67,44.89,1009.43,73.88,455.2
"4897",18.5,46.93,1015,66.81,455.63
"4898",16.36,39.99,1008.91,72.48,462.5
"4899",22.43,63.76,1009.84,75.27,442.85
